idx,smiles
1103,CC(=N)NC(N)=O
1104,CC(=N)OC(C)=O
1105,CC(=N)OC(N)=O
1106,CC(=O)CC(C)=O
1107,CC(=O)CC(N)=O
1108,CC(=O)NC(C)=O
1109,CC(=O)NC(N)=N
1110,CC(=O)NC(N)=O
1111,NC(=O)CC(N)=O
1112,NC(=O)NC(N)=O
1113,CC(C)CC(C)=O
1114,CC(C)CC(N)=O
1115,CC(C)NC(C)=O
1116,CC(C)NC(N)=O
1117,CC(C)OC(C)=O
1118,CC(C)OC(N)=O
1119,CC(O)CC(C)=O
1120,CC(O)CC(N)=O
1121,CC(C)CC(C)C
1122,CC(C)CC(C)O
1123,CC(C)OC(C)C
1124,CC(O)CC(C)O
1125,CC1(C)CC(=N)O1
1126,CC1(C)CC(=O)C1
1127,CC1(C)CC(=O)N1
1128,CC1(C)CC(=O)O1
1129,CC1(O)CC(=O)C1
1130,CC1(C)CC(O)C1
1131,CC1(O)CC(O)C1
1132,CC1CC(C)(C)C1
1133,CC1CC(C)(C)O1
1134,CC1CC(C)(O)C1
1135,CN1CC(C)(O)C1
1136,CC1(C)CC1(C)C
1137,CC1(C)CC1(C)O
1138,CC1(C)OC1(C)C
1139,CC1(O)CC1(C)O
1140,CC12CC(C)(C1)C2
1141,CC12CC(C)(C1)O2
1142,CC12CC(O)(C1)C2
1143,OC12CC(O)(C1)C2
1144,CC(C)(C#C)C#C
1145,CC(C)(C#C)C#N
1146,CC(C)(C#N)C#N
1147,CC(N)(C#C)C#N
1148,CC(N)(C#N)C#N
1149,CC(O)(C#C)C#C
1150,CC(O)(C#C)C#N
1151,CC(O)(C#N)C#N
1152,CC(C)(C=O)C#C
1153,CC(C)(C=O)C#N
1154,CC(O)(C=O)C#C
1155,CC(O)(C=O)C#N
1156,CC(C)(C=O)C=O
1157,CC(O)(C=O)C=O
1158,CC(C)(CO)C#C
1159,CC(C)(CO)C#N
1160,CC(N)(CN)C#N
1161,CC(N)(CO)C#N
1162,CC(O)(CN)C#N
1163,CC(O)(CO)C#C
1164,CC(O)(CO)C#N
1165,CCC(C)(C)C#C
1166,CCC(C)(C)C#N
1167,CCC(C)(N)C#N
1168,CCC(C)(O)C#C
1169,CCC(C)(O)C#N
1170,CNC(C)(C)C#N
1171,COC(C)(C)C#C
1172,COC(C)(C)C#N
1173,CC(C)(CO)C=O
1174,CC(O)(CO)C=O
1175,CCC(C)(C)C=O
1176,CCC(C)(O)C=O
1177,COC(C)(C)C=O
1178,CC(C)(CO)CO
1179,CC(O)(CO)CO
1180,CCC(C)(C)CC
1181,CCC(C)(C)CO
1182,CCC(C)(C)OC
1183,CCC(C)(O)CC
1184,CCC(C)(O)CO
1185,COC(C)(C)CO
1186,CC#CCC(C)=O
1187,CC#CCC(N)=O
1188,CC#CCC(C)C
1189,CC#CCC(C)O
1190,CC(=O)C#CC#C
1191,CC(=O)C#CC#N
1192,NC(=O)C#CC#C
1193,NC(=O)C#CC#N
1194,CC(=O)C#CC=O
1195,NC(=O)C#CC=O
1196,CC(=N)OCC#C
1197,CC(=N)OCC#N
1198,CC(=O)CCC#C
1199,CC(=O)CCC#N
1200,CC(=O)NCC#C
1201,CC(=O)NCC#N
1202,CC(=O)OCC#C
1203,CC(=O)OCC#N
1204,NC(=O)CCC#C
1205,NC(=O)CCC#N
1206,NC(=O)NCC#C
1207,NC(=O)NCC#N
1208,NC(=O)OCC#C
1209,NC(=O)OCC#N
1210,CC(=N)OCC=O
1211,CC(=O)CCC=O
1212,CC(=O)CNC=O
1213,CC(=O)COC=N
1214,CC(=O)COC=O
1215,CC(=O)NCC=O
1216,CC(=O)OCC=O
1217,NC(=O)CCC=O
1218,NC(=O)CNC=O
1219,NC(=O)COC=N
1220,NC(=O)COC=O
1221,NC(=O)NCC=O
1222,NC(=O)OCC=O
1223,CC(C)C#CC#C
1224,CC(C)C#CC#N
1225,CC(O)C#CC#C
1226,CC(O)C#CC#N
1227,CC(C)C#CC=O
1228,CC(O)C#CC=O
1229,CC(C)CCC#C
1230,CC(C)CCC#N
1231,CC(C)NCC#N
1232,CC(C)OCC#C
1233,CC(C)OCC#N
1234,CC(O)CCC#C
1235,CC(O)CCC#N
1236,CN(C)CCC#N
1237,CC(C)CCC=O
1238,CC(C)CNC=O
1239,CC(C)COC=O
1240,CC(C)OCC=O
1241,CC(O)CCC=O
1242,CC(O)CNC=O
1243,CC(O)COC=N
1244,CC(O)COC=O
1245,CN=CNC(C)=O
1246,CN=CNC(N)=O
1247,CN=COC(C)=O
1248,CN=COC(N)=O
1249,CN=COC(C)C
1250,CC(=O)C#CCO
1251,CCC#CC(C)=O
1252,CCC#CC(N)=O
1253,NC(=O)C#CCO
1254,CC(C)C#CCO
1255,CC(O)C#CCO
1256,CCC#CC(C)C
1257,CCC#CC(C)O
1258,COC=NC(C)C
1259,CC(=N)OCCO
1260,CC(=O)CCCO
1261,CC(=O)NCCO
1262,CC(=O)OCCO
1263,CCCCC(C)=O
1264,CCCCC(N)=O
1265,CCCNC(C)=O
1266,CCCNC(N)=O
1267,CCCOC(C)=O
1268,CCCOC(N)=O
1269,CCOCC(C)=O
1270,CCOCC(N)=O
1271,COCCC(C)=O
1272,COCCC(N)=O
1273,NC(=O)CCCO
1274,NC(=O)NCCO
1275,NC(=O)OCCO
1276,CC(C)CCCO
1277,CC(C)OCCO
1278,CC(O)CCCO
1279,CCCCC(C)C
1280,CCCCC(C)O
1281,CCCOC(C)C
1282,CCOCC(C)C
1283,CCOCC(C)O
1284,COCCC(C)C
1285,COCCC(C)O
1286,CC1(C)CCC1=O
1287,CC1(C)CNC1=O
1288,CC1(C)COC1=N
1289,CC1(C)COC1=O
1290,CC1(C)NCC1=O
1291,CC1(C)OCC1=O
1292,CC1(N)COC1=O
1293,CC1(O)CCC1=O
1294,CC1(O)CNC1=O
1295,CC1(O)COC1=N
1296,CC1(O)COC1=O
1297,CC1(C)CCC1O
1298,CC1(C)OCC1O
1299,CC1(O)CCC1O
1300,CC1CCC1(C)C
1301,CC1CCC1(C)O
1302,CC1COC1(C)C
1303,CC1OCC1(C)C
1304,CC1OCC1(C)O
1305,CC1(C)CC1C#C
1306,CC1(C)CC1C#N
1307,CC1(C)NC1C#C
1308,CC1(C)NC1C#N
1309,CC1(C)OC1C#C
1310,CC1(C)OC1C#N
1311,CC1(O)CC1C#C
1312,CC1(O)CC1C#N
1313,CC1(C)CC1C=O
1314,CC1(C)CN1C=O
1315,CC1(C)NC1C=O
1316,CC1(C)OC1C=O
1317,CC1(O)CC1C=O
1318,CC1(C)CC1CO
1319,CC1(C)NC1CO
1320,CC1(C)OC1CO
1321,CC1(O)CC1CO
1322,CCC1CC1(C)C
1323,CCC1CC1(C)O
1324,CCC1OC1(C)C
1325,CCN1CC1(C)C
1326,COC1CC1(C)C
1327,COC1CC1(C)O
1328,CC1(C)CC=CC1
1329,CC1(C)CN=CO1
1330,CC1(O)CC=CC1
1331,CC1(C)CCC=C1
1332,CC1(C)COC=N1
1333,CC1(C)OCC=C1
1334,CC1(O)CCC=C1
1335,CC1(C)CCCC1
1336,CC1(C)CCCO1
1337,CC1(C)CCOC1
1338,CC1(C)COCO1
1339,CC1(C)OCCO1
1340,CC1(O)CCCC1
1341,CC1(O)CCOC1
1342,CC1(C)C(O)C1O
1343,CC1(O)C(O)C1O
1344,CC1C(C)C1(C)C
1345,CC1C(C)C1(C)O
1346,CC1C(O)C1(C)C
1347,CC1C(O)C1(C)O
1348,CC1N(C)C1(C)C
1349,O=C(CC#C)C#C
1350,O=C(CC#C)C#N
1351,O=C(CC#N)C#C
1352,O=C(CC#N)C#N
1353,O=CC(=O)CC#C
1354,O=CC(=O)CC#N
1355,N=C(NC=O)C#C
1356,N=C(OC=O)C#C
1357,N=C(OC=O)C#N
1358,N=CNC(=N)C#N
1359,N=CNC(=O)C#C
1360,N=COC(=O)C#C
1361,N=COC(=O)C#N
1362,O=CNC(=O)C#C
1363,N=C(NC=O)C=O
1364,N=C(OC=O)C=O
1365,N=CNC(=N)C=O
1366,N=CNC(=O)C=O
1367,N=COC(=O)C=O
1368,O=CNC(=O)C=O
1369,CC#CC(=O)C#C
1370,CC#CC(=O)C#N
1371,CC#CC(=O)C=O
1372,CC#CC(C)C#C
1373,CC#CC(C)C#N
1374,CC#CC(N)C#N
1375,CC#CC(O)C#C
1376,CC#CC(O)C#N
1377,CC#CC(C)C=O
1378,CC#CC(O)C=O
1379,CC(CC#C)C#C
1380,CC(CC#C)C#N
1381,CC(CC#N)C#C
1382,CC(CC#N)C#N
1383,NC(CC#C)C#N
1384,NC(CC#N)C#C
1385,NC(CC#N)C#N
1386,OC(CC#C)C#C
1387,OC(CC#C)C#N
1388,OC(CC#N)C#C
1389,OC(CC#N)C#N
1390,CC(CC#C)C=O
1391,CC(CC#N)C=O
1392,CN(CC#C)C=O
1393,CN(CC#N)C=O
1394,OC(CC#C)C=O
1395,OC(CC#N)C=O
1396,CC(CC=O)C#C
1397,CC(CC=O)C#N
1398,CC(NC=O)C#C
1399,CC(NC=O)C#N
1400,CC(OC=N)C#C
1401,CC(OC=N)C#N
1402,CC(OC=O)C#C
1403,CC(OC=O)C#N
1404,OC(CC=O)C#C
1405,OC(CC=O)C#N
1406,CC(CC=O)C=O
1407,CC(NC=O)C=O
1408,CC(OC=N)C=O
1409,CC(OC=O)C=O
1410,CN(CC=O)C=O
1411,OC(CC=O)C=O
1412,CN=C(C)NC=O
1413,CN=C(C)OC=O
1414,CN=C(N)NC=O
1415,CN=CN(C)C=O
1416,CC#CC(=O)CO
1417,CCC(=O)C#CC
1418,CNC(=O)C#CC
1419,COC(=O)C#CC
1420,CCC(=O)CC#C
1421,CCC(=O)CC#N
1422,CNC(=O)CC#C
1423,CNC(=O)CC#N
1424,COC(=O)CC#C
1425,COC(=O)CC#N
1426,OCC(=O)CC#C
1427,OCC(=O)CC#N
1428,CCC(=N)NC=O
1429,CCC(=O)CC=O
1430,CCC(=O)NC=N
1431,CCC(=O)NC=O
1432,CCC(=O)OC=N
1433,CNC(=O)CC=O
1434,CNC(=O)NC=N
1435,CNC(=O)NC=O
1436,CNC(=O)OC=N
1437,COC(=N)NC=O
1438,COC(=O)CC=O
1439,COC(=O)NC=N
1440,COC(=O)NC=O
1441,NCC(=O)NC=O
1442,NCC(=O)OC=N
1443,OCC(=N)NC=O
1444,OCC(=O)CC=O
1445,OCC(=O)NC=N
1446,OCC(=O)NC=O
1447,OCC(=O)OC=N
1448,CC#CC(C)CO
1449,CC#CC(O)CO
1450,CCC(C)C#CC
1451,CCC(O)C#CC
1452,COC(C)C#CC
1453,CC(CO)CC#C
1454,CC(CO)CC#N
1455,CCC(C)CC#C
1456,CCC(C)CC#N
1457,CCC(O)CC#C
1458,CCC(O)CC#N
1459,CCN(C)CC#N
1460,COC(C)CC#C
1461,COC(C)CC#N
1462,OCC(O)CC#C
1463,OCC(O)CC#N
1464,CC(CO)CC=O
1465,CC(CO)NC=O
1466,CC(CO)OC=N
1467,CC(CO)OC=O
1468,CCC(C)CC=O
1469,CCC(C)NC=O
1470,CCC(C)OC=O
1471,CCC(O)CC=O
1472,COC(C)CC=O
1473,OCC(O)CC=O
1474,CCN=C(N)C#N
1475,CCN=C(N)C=O
1476,CCCC(=O)C#C
1477,CCCC(=O)C#N
1478,CCNC(=N)C#N
1479,CCNC(=O)C#C
1480,CCOC(=N)C#C
1481,CCOC(=N)C#N
1482,CCOC(=O)C#C
1483,CCOC(=O)C#N
1484,CNCC(=O)C#N
1485,COCC(=O)C#C
1486,COCC(=O)C#N
1487,OCCC(=O)C#C
1488,OCCC(=O)C#N
1489,CCCC(=O)C=O
1490,CCNC(=N)C=O
1491,CCNC(=O)C=O
1492,CCOC(=N)C=O
1493,CCOC(=O)C=O
1494,COCC(=O)C=O
1495,OCCC(=O)C=O
1496,CCC(=O)CCO
1497,CCC(=O)COC
1498,CCCC(=O)CC
1499,CCCC(=O)CO
1500,CCCC(=O)NC
1501,CCCC(=O)OC
1502,CCNC(=O)CC
1503,CCNC(=O)CO
1504,CCNC(=O)NC
1505,CCNC(=O)OC
1506,CCOC(=N)CC
1507,CCOC(=N)CO
1508,CCOC(=N)OC
1509,CCOC(=O)CC
1510,CCOC(=O)CN
1511,CCOC(=O)CO
1512,CCOC(=O)NC
1513,CNC(=O)CCO
1514,CNC(=O)COC
1515,CNCC(=O)OC
1516,COC(=N)CCO
1517,COC(=O)CCO
1518,COCC(=N)OC
1519,COCC(=O)CO
1520,COCC(=O)OC
1521,OCCC(=O)CO
1522,CC(CCO)C#C
1523,CC(CCO)C#N
1524,CCCC(C)C#C
1525,CCCC(C)C#N
1526,CCCC(N)C#N
1527,CCCC(O)C#C
1528,CCCC(O)C#N
1529,CCNC(C)C#N
1530,CCOC(C)C#C
1531,CCOC(C)C#N
1532,CNCC(O)C#N
1533,COCC(C)C#C
1534,COCC(C)C#N
1535,COCC(N)C#N
1536,COCC(O)C#C
1537,COCC(O)C#N
1538,NC(CCO)C#N
1539,OCCC(O)C#C
1540,OCCC(O)C#N
1541,CC(CCO)C=O
1542,CCCC(C)C=O
1543,CCCC(O)C=O
1544,CCCN(C)C=O
1545,CCOC(C)C=O
1546,CN(CCO)C=O
1547,COCC(C)C=O
1548,COCC(O)C=O
1549,OCCC(O)C=O
1550,CC(CO)CCO
1551,CCC(C)CCO
1552,CCC(C)COC
1553,CCC(O)CCO
1554,CCC(O)COC
1555,CCCC(C)CC
1556,CCCC(C)CO
1557,CCCC(C)OC
1558,CCCC(O)CC
1559,CCCC(O)CO
1560,CCOC(C)CC
1561,CCOC(C)CO
1562,COC(C)CCO
1563,COCC(C)CO
1564,COCC(C)OC
1565,COCC(O)CO
1566,OCCC(O)CO
1567,CC(=O)C(=O)C#C
1568,CC(=O)C(=O)C#N
1569,NC(=N)C(=O)C#C
1570,NC(=N)C(=O)C#N
1571,NC(=O)C(=O)C#C
1572,CC(=O)C(=O)C=O
1573,NC(=N)C(=O)C=O
1574,NC(=O)C(=O)C=O
1575,CC(=O)C(O)C#C
1576,CC(=O)C(O)C#N
1577,CC(C#C)C(C)=O
1578,CC(C#C)C(N)=O
1579,CC(C#N)C(C)=O
1580,CC(C#N)C(N)=O
1581,NC(=N)C(O)C#N
1582,NC(=O)C(O)C#C
1583,NC(=O)C(O)C#N
1584,NC(C#C)C(N)=O
1585,NC(C#N)C(N)=O
1586,CC(C)C(=O)C#C
1587,CC(C)C(=O)C#N
1588,CC(O)C(=O)C#C
1589,CC(O)C(=O)C#N
1590,CN(C)C(=N)C#N
1591,CN(C)C(=O)C#C
1592,CN(C)C(=O)C#N
1593,CC(C)C(=O)C=O
1594,CC(O)C(=O)C=O
1595,CN(C)C(=N)C=O
1596,CN(C)C(=O)C=O
1597,CC(C#N)N(C)C
1598,CC(C)C(C)C#C
1599,CC(C)C(C)C#N
1600,CC(C)C(N)C#N
1601,CC(C)C(O)C#C
1602,CC(C)C(O)C#N
1603,CC(N)C(N)C#N
1604,CC(O)C(C)C#C
1605,CC(O)C(C)C#N
1606,CC(O)C(N)C#N
1607,CC(O)C(O)C#C
1608,CC(O)C(O)C#N
1609,CC(C)C(C)C=O
1610,CC(C)C(O)C=O
1611,CC(C)N(C)C=O
1612,CC(O)C(C)C=O
1613,CC(O)C(O)C=O
1614,CC(=O)C(O)C=O
1615,CC(C=O)C(C)=O
1616,CC(C=O)C(N)=O
1617,CN(C=N)C(C)=O
1618,CN(C=N)C(N)=O
1619,CN(C=O)C(C)=N
1620,CN(C=O)C(C)=O
1621,CN(C=O)C(N)=N
1622,CN(C=O)C(N)=O
1623,NC(=O)C(O)C=O
1624,CN=C(N)C(C)=O
1625,CN=C(N)C(N)=O
1626,CC(=O)C(=O)CO
1627,CCC(=O)C(C)=O
1628,CCC(=O)C(N)=N
1629,CCC(=O)C(N)=O
1630,CNC(=N)C(C)=O
1631,CNC(=O)C(C)=O
1632,CNC(=O)C(N)=O
1633,COC(=O)C(C)=O
1634,COC(=O)C(N)=N
1635,COC(=O)C(N)=O
1636,NC(=N)C(=O)CO
1637,NC(=O)C(=O)CO
1638,CC(C)C(=O)CO
1639,CC(O)C(=O)CO
1640,CCC(=O)C(C)C
1641,CCC(=O)C(C)O
1642,CCC(=O)N(C)C
1643,CN(C)C(=O)CO
1644,CNC(=O)C(C)C
1645,CNC(=O)C(C)O
1646,CNC(=O)N(C)C
1647,COC(=O)C(C)C
1648,COC(=O)C(C)N
1649,COC(=O)C(C)O
1650,COC(=O)N(C)C
1651,CC(=O)C(O)CO
1652,CC(CO)C(C)=O
1653,CC(CO)C(N)=O
1654,CCC(C)C(C)=O
1655,CCC(C)C(N)=O
1656,CCC(O)C(C)=O
1657,CCC(O)C(N)=O
1658,CCN(C)C(C)=O
1659,CCN(C)C(N)=O
1660,COC(C)C(C)=O
1661,COC(C)C(N)=O
1662,NC(=O)C(O)CO
1663,CC(C)C(C)CO
1664,CC(C)C(O)CO
1665,CC(O)C(C)CO
1666,CC(O)C(O)CO
1667,CCC(C)C(C)C
1668,CCC(C)C(C)O
1669,CCC(O)C(C)C
1670,CCC(O)C(C)O
1671,COC(C)C(C)C
1672,COC(C)C(C)O
1673,CC1(CCC1)C#C
1674,CC1(CCC1)C#N
1675,CC1(CCN1)C#N
1676,CC1(CCO1)C#C
1677,CC1(CCO1)C#N
1678,CC1(COC1)C#C
1679,CC1(COC1)C#N
1680,NC1(CCC1)C#N
1681,NC1(CNC1)C#N
1682,NC1(COC1)C#N
1683,OC1(CCC1)C#C
1684,OC1(CCC1)C#N
1685,OC1(CNC1)C#N
1686,OC1(COC1)C#C
1687,OC1(COC1)C#N
1688,CC1(CCC1)C=O
1689,CC1(CCO1)C=O
1690,CC1(COC1)C=O
1691,OC1(CCC1)C=O
1692,OC1(COC1)C=O
1693,CC1(CO)CCC1
1694,CC1(CO)CCO1
1695,CC1(CO)COC1
1696,CCC1(C)CCC1
1697,CCC1(C)CCO1
1698,CCC1(C)COC1
1699,CCC1(O)CCC1
1700,CCC1(O)COC1
1701,COC1(C)CCC1
1702,COC1(C)COC1
1703,OCC1(O)CCC1
1704,OCC1(O)COC1
1705,CC#CC1(C)CC1
1706,CC#CC1(C)CN1
1707,CC#CC1(C)CO1
1708,CC#CC1(O)CC1
1709,CC1(CC#C)CC1
1710,CC1(CC#C)CN1
1711,CC1(CC#C)CO1
1712,CC1(CC#N)CC1
1713,CC1(CC#N)CN1
1714,CC1(CC#N)CO1
1715,OC1(CC#C)CC1
1716,OC1(CC#N)CC1
1717,CC1(CC1)NC=O
1718,CC1(CC1)OC=O
1719,CC1(CC=O)CC1
1720,CC1(CC=O)CN1
1721,CC1(CC=O)CO1
1722,OC1(CC=O)CC1
1723,CC1(CCO)CC1
1724,CC1(CCO)CO1
1725,CCCC1(C)CC1
1726,CCCC1(C)CO1
1727,CCCC1(O)CC1
1728,CCOC1(C)CC1
1729,COCC1(C)CC1
1730,COCC1(C)CN1
1731,COCC1(C)CO1
1732,COCC1(O)CC1
1733,OCCC1(O)CC1
1734,CC1(CC1O)C#C
1735,CC1(CC1O)C#N
1736,CC1CC1(C)C#C
1737,CC1CC1(C)C#N
1738,CC1CC1(N)C#N
1739,CC1CC1(O)C#C
1740,CC1CC1(O)C#N
1741,CC1NC1(C)C#C
1742,CC1NC1(C)C#N
1743,CC1OC1(C)C#C
1744,CC1OC1(C)C#N
1745,CN1CC1(C)C#C
1746,CN1CC1(C)C#N
1747,NC1(CC1O)C#N
1748,NC1CC1(N)C#N
1749,NC1CC1(O)C#N
1750,OC1CC1(O)C#C
1751,OC1CC1(O)C#N
1752,CC1(CC1O)C=O
1753,CC1CC1(C)C=O
1754,CC1CC1(O)C=O
1755,CC1NC1(C)C=O
1756,CC1OC1(C)C=O
1757,CN1CC1(C)C=O
1758,OC1CC1(O)C=O
1759,CC1(CO)CC1O
1760,CC1CC1(C)CO
1761,CC1CC1(O)CO
1762,CC1NC1(C)CO
1763,CC1OC1(C)CO
1764,CCC1(C)CC1C
1765,CCC1(C)CC1O
1766,CCC1(C)CN1C
1767,CCC1(C)OC1C
1768,CCC1(O)CC1C
1769,CCC1(O)CC1O
1770,CN1CC1(C)CO
1771,COC1(C)CC1C
1772,COC1(C)CC1O
1773,OCC1(O)CC1O
1774,CC(=O)C1(C)CC1
1775,CC(=O)C1(C)CN1
1776,CC(=O)C1(C)CO1
1777,CC(=O)C1(O)CC1
1778,CC1(CC1)C(N)=O
1779,CC1(CN1)C(N)=O
1780,CC1(CO1)C(N)=O
1781,NC(=O)C1(O)CC1
1782,CC(C)C1(C)CC1
1783,CC(C)C1(C)CO1
1784,CC(C)C1(O)CC1
1785,CC(O)C1(C)CC1
1786,CC(O)C1(C)CN1
1787,CC(O)C1(C)CO1
1788,CC(O)C1(O)CC1
1789,CC(C)(C)C1CC1
1790,CC(C)(C)C1CO1
1791,CC(C)(O)C1CC1
1792,CC(C)(O)C1CN1
1793,CC(C)(O)C1CO1
1794,N=C1NC(=O)C=C1
1795,N=C1OC(=O)C=C1
1796,O=C1CC(=O)C=C1
1797,O=C1NC(=O)C=C1
1798,N=C1CC(=O)CO1
1799,N=C1CCC(=O)N1
1800,N=C1CCC(=O)O1
1801,N=C1CNC(=O)N1
1802,N=C1CNC(=O)O1
1803,N=C1COC(=N)N1
1804,N=C1COC(=O)N1
1805,N=C1COC(=O)O1
1806,N=C1NC(=O)CO1
1807,N=C1NCC(=O)N1
1808,O=C1CCC(=O)C1
1809,O=C1CCC(=O)N1
1810,O=C1CNC(=O)C1
1811,O=C1CNC(=O)N1
1812,CC1=CC(=N)OC1
1813,CC1=CC(=O)CC1
1814,CC1=CC(=O)NC1
1815,CC1=CC(=O)OC1
1816,NC1=CC(=N)OC1
1817,NC1=CC(=O)CC1
1818,NC1=CC(=O)NC1
1819,NC1=CC(=O)OC1
1820,CC1=CCC(=O)C1
1821,CC1=CCC(=O)N1
1822,CC1=CNC(=O)C1
1823,CC1=NCC(=N)N1
1824,CC1=NCC(=O)N1
1825,CC1=NCC(=O)O1
1826,NC1=NCC(=O)N1
1827,CC1CC(=O)C=C1
1828,CC1NC(=O)C=C1
1829,CC1OC(=N)C=C1
1830,CC1OC(=O)C=C1
1831,OC1CC(=O)C=C1
1832,CC1CC(C)C=C1
1833,CC1CC(O)C=C1
1834,CC1OC(C)C=C1
1835,OC1CC(O)C=C1
1836,CC1=CCC(O)C1
1837,CC1CC=C(C)C1
1838,CC1CN=C(C)O1
1839,CC1CC(=O)CO1
1840,CC1CCC(=N)O1
1841,CC1CCC(=O)C1
1842,CC1CCC(=O)N1
1843,CC1CCC(=O)O1
1844,CC1CNC(=O)C1
1845,CC1CNC(=O)N1
1846,CC1CNC(=O)O1
1847,CC1COC(=N)C1
1848,CC1COC(=N)O1
1849,CC1COC(=O)C1
1850,CC1COC(=O)N1
1851,CC1COC(=O)O1
1852,CC1OCC(=N)O1
1853,CC1OCC(=O)O1
1854,CN1CCC(=O)C1
1855,OC1CCC(=O)C1
1856,OC1CNC(=O)C1
1857,OC1COC(=N)C1
1858,OC1COC(=O)C1
1859,CC1=CC(O)CC1
1860,CC1CCC(C)=C1
1861,CC1COC(C)=N1
1862,CC1OCC(C)=C1
1863,CC1CC(O)CO1
1864,CC1CCC(C)C1
1865,CC1CCC(C)O1
1866,CC1CCC(O)C1
1867,CC1COC(C)C1
1868,CC1COC(C)O1
1869,OC1CCC(O)C1
1870,CC12CC(C1)C2O
1871,CC12CC(O1)C2O
1872,CC1C2CC1(C)C2
1873,CC1C2CC1(C)O2
1874,CC1C2CC1(O)C2
1875,CC1N2CC1(C)C2
1876,CC1N2CC1(O)C2
1877,OC1C2CC1(O)C2
1878,CC12CC(=O)C1N2
1879,CC12CC(=O)C1O2
1880,CC12CC1C(=N)O2
1881,CC12CC1C(=O)C2
1882,CC12CC1C(=O)N2
1883,CC12CC1C(=O)O2
1884,CC12CN1C(=O)C2
1885,OC12CC1C(=O)C2
1886,CC12CC(O)C1N2
1887,CC12CC(O)C1O2
1888,CC12CC1C(O)C2
1889,CC1CC2(C)CC12
1890,CC1CC2(C)OC12
1891,CC1CC2(O)CC12
1892,CC1OC2(C)CC12
1893,CN1CC2(O)CC12
1894,OC1CC2(O)CC12
1895,CC12CC(C1)C=C2
1896,CC12CC(O1)C=C2
1897,OC12CC(C1)C=C2
1898,CC12CC(C1)CC2
1899,CC12CC(C1)CO2
1900,CC12CC(C1)OC2
1901,CC12CC(CC1)O2
1902,OC12CC(C1)CC2
1903,OC12CC(C1)OC2
1904,CC12CC1(C)CC2
1905,CC12CC1(C)OC2
1906,CC12CC1(O)CC2
1907,CC12CC1(O)CO2
1908,CC12CCC1(C)N2
1909,CC12CCC1(C)O2
1910,OC12CC1(O)CC2
1911,N=C1CC(O1)C#C
1912,N=C1CC(O1)C#N
1913,O=C1CC(C1)C#C
1914,O=C1CC(C1)C#N
1915,O=C1CC(N1)C#C
1916,O=C1CC(O1)C#C
1917,O=C1CC(O1)C#N
1918,N=C1CC(O1)C=O
1919,O=CC1CC(=O)C1
1920,O=CC1CC(=O)N1
1921,O=CC1CC(=O)O1
1922,O=CN1CC(=O)C1
1923,CC1CC(C1)C#C
1924,CC1CC(C1)C#N
1925,CC1CC(N1)C#N
1926,CC1CC(O1)C#C
1927,CC1CC(O1)C#N
1928,CN1CC(C1)C#N
1929,OC1CC(C1)C#C
1930,OC1CC(C1)C#N
1931,CC1CC(C1)C=O
1932,CC1CC(O1)C=O
1933,CC1CN(C1)C=O
1934,OC1CC(C1)C=O
1935,OC1CN(C1)C=O
1936,CN=C1CC(C)O1
1937,CCC1CC(=N)O1
1938,CCC1CC(=O)C1
1939,CCC1CC(=O)N1
1940,CCC1CC(=O)O1
1941,CCN1CC(=O)C1
1942,COC1CC(=O)C1
1943,OCC1CC(=N)O1
1944,OCC1CC(=O)C1
1945,OCC1CC(=O)N1
1946,OCC1CC(=O)O1
1947,CC1CC(CO)C1
1948,CC1CC(CO)O1
1949,CCC1CC(C)C1
1950,CCC1CC(C)O1
1951,CCC1CC(O)C1
1952,COC1CC(C)C1
1953,COC1CC(O)C1
1954,COC1CN(C)C1
1955,OCC1CC(O)C1
1956,CC(=N)OC1CC1
1957,CC(=O)CC1CC1
1958,CC(=O)CC1CN1
1959,CC(=O)CC1CO1
1960,CC(=O)CN1CC1
1961,CC(=O)NC1CC1
1962,CC(=O)OC1CC1
1963,NC(=O)CC1CC1
1964,NC(=O)CC1CN1
1965,NC(=O)CC1CO1
1966,NC(=O)CN1CC1
1967,NC(=O)NC1CC1
1968,NC(=O)OC1CC1
1969,CC(C)CC1CC1
1970,CC(C)CC1CO1
1971,CC(C)CN1CC1
1972,CC(C)OC1CC1
1973,CC(O)CC1CC1
1974,CC(O)CC1CO1
1975,CC(O)CN1CC1
1976,C#CC12CC(C1)C2
1977,C#CC12CC(C1)O2
1978,C#CC12CN(C1)C2
1979,N#CC12CC(C1)C2
1980,N#CC12CC(C1)N2
1981,N#CC12CC(C1)O2
1982,N#CC12CN(C1)C2
1983,O=CC12CC(C1)C2
1984,O=CC12CC(C1)O2
1985,O=CC12CN(C1)C2
1986,CCC12CC(C1)C2
1987,CCC12CC(C1)O2
1988,CCC12CN(C1)C2
1989,COC12CC(C1)C2
1990,COC12CN(C1)C2
1991,OCC12CC(C1)C2
1992,OCC12CC(C1)O2
1993,OCC12CN(C1)C2
1994,N=C1CC2(CC2)O1
1995,O=C1CC2(CC2)C1
1996,O=C1CC2(CC2)N1
1997,O=C1CC2(CC2)O1
1998,O=C1CC2(CN2)C1
1999,O=C1CC2(CO2)C1
2000,CC1CC2(CC2)C1
2001,CC1CC2(CC2)O1
2002,CC1CC2(CO2)C1
2003,CN1CC2(CN2)C1
2004,CN1CC2(CO2)C1
